state,naics_sector,motivation,n_firms,n_emp
05,72,To adopt standards and accreditation,0,0
06,72,To improve quality or reliability of processes or methods,615,16748
06,72,To automate tasks performed by labor,396,23177
06,72,To upgrade outdated processes or methods,501,15262
06,72,To expand the range of goods or services,579,16383
06,72,To adopt standards and accreditation,0,0
06,72,Some other reason,0,0
08,72,To automate tasks performed by labor,0,0
08,72,To upgrade outdated processes or methods,0,0
08,72,Some other reason,0,0
08,72,To improve quality or reliability of processes or methods,0,0
08,72,To expand the range of goods or services,0,0
08,72,To adopt standards and accreditation,0,0
09,72,To upgrade outdated processes or methods,0,0
09,72,To automate tasks performed by labor,0,0
09,72,To improve quality or reliability of processes or methods,0,0
09,72,To expand the range of goods or services,0,0
09,72,To adopt standards and accreditation,0,0
09,72,Some other reason,0,0
10,72,To automate tasks performed by labor,0,0
10,72,To upgrade outdated processes or methods,0,0
10,72,To improve quality or reliability of processes or methods,0,0
10,72,To expand the range of goods or services,0,0
10,72,To adopt standards and accreditation,0,0
10,72,Some other reason,0,0
11,72,To automate tasks performed by labor,0,0
11,72,To upgrade outdated processes or methods,0,0
11,72,To improve quality or reliability of processes or methods,0,0
11,72,To expand the range of goods or services,0,0
11,72,To adopt standards and accreditation,0,0
11,72,Some other reason,0,0
12,72,To upgrade outdated processes or methods,0,0
12,72,To automate tasks performed by labor,0,0
12,72,To improve quality or reliability of processes or methods,0,0
12,72,To expand the range of goods or services,0,0
12,72,To adopt standards and accreditation,0,0
12,72,Some other reason,0,0
13,72,To automate tasks performed by labor,0,0
13,72,To upgrade outdated processes or methods,0,0
13,72,To improve quality or reliability of processes or methods,0,0
13,72,To expand the range of goods or services,0,0
13,72,To adopt standards and accreditation,0,0
13,72,Some other reason,0,0
15,72,To automate tasks performed by labor,0,0
15,72,To upgrade outdated processes or methods,0,0
15,72,To improve quality or reliability of processes or methods,0,0
15,72,To expand the range of goods or services,0,0
15,72,To adopt standards and accreditation,0,0
15,72,Some other reason,0,0
16,72,To automate tasks performed by labor,0,0
16,72,To upgrade outdated processes or methods,0,0
16,72,To improve quality or reliability of processes or methods,0,0
16,72,To expand the range of goods or services,0,0
16,72,To adopt standards and accreditation,0,0
16,72,Some other reason,0,0
17,72,To automate tasks performed by labor,0,0
17,72,To upgrade outdated processes or methods,0,0
17,72,To improve quality or reliability of processes or methods,0,0
17,72,To expand the range of goods or services,0,0
17,72,To adopt standards and accreditation,0,0
17,72,Some other reason,0,0
18,72,To automate tasks performed by labor,0,0
18,72,To upgrade outdated processes or methods,0,0
18,72,To improve quality or reliability of processes or methods,0,0
18,72,To expand the range of goods or services,0,0
18,72,To adopt standards and accreditation,0,0
18,72,Some other reason,0,0
19,72,To automate tasks performed by labor,0,0
19,72,To upgrade outdated processes or methods,0,0
19,72,To improve quality or reliability of processes or methods,0,0
19,72,To expand the range of goods or services,0,0
19,72,To adopt standards and accreditation,0,0
19,72,Some other reason,0,0
20,72,To automate tasks performed by labor,0,0
20,72,To upgrade outdated processes or methods,0,0
20,72,To improve quality or reliability of processes or methods,0,0
20,72,To expand the range of goods or services,0,0
20,72,To adopt standards and accreditation,0,0
20,72,Some other reason,0,0
21,72,To automate tasks performed by labor,0,0
21,72,To upgrade outdated processes or methods,0,0
21,72,To improve quality or reliability of processes or methods,0,0
21,72,To expand the range of goods or services,0,0
21,72,To adopt standards and accreditation,0,0
21,72,Some other reason,0,0
23,72,To automate tasks performed by labor,0,0
23,72,To upgrade outdated processes or methods,0,0
23,72,To improve quality or reliability of processes or methods,0,0
23,72,To expand the range of goods or services,0,0
23,72,To adopt standards and accreditation,0,0
23,72,Some other reason,0,0
22,72,To automate tasks performed by labor,0,0
22,72,To upgrade outdated processes or methods,0,0
22,72,To improve quality or reliability of processes or methods,0,0
22,72,To expand the range of goods or services,0,0
22,72,To adopt standards and accreditation,0,0
22,72,Some other reason,0,0
24,72,To automate tasks performed by labor,0,0
24,72,To upgrade outdated processes or methods,0,0
24,72,To improve quality or reliability of processes or methods,0,0
24,72,To expand the range of goods or services,0,0
24,72,To adopt standards and accreditation,0,0
24,72,Some other reason,0,0
25,72,To automate tasks performed by labor,0,0
25,72,To upgrade outdated processes or methods,0,0
25,72,To improve quality or reliability of processes or methods,0,0
25,72,To expand the range of goods or services,0,0
25,72,To adopt standards and accreditation,0,0
25,72,Some other reason,0,0
26,72,To automate tasks performed by labor,0,0
26,72,To upgrade outdated processes or methods,0,0
26,72,To improve quality or reliability of processes or methods,0,0
26,72,To expand the range of goods or services,0,0
26,72,To adopt standards and accreditation,0,0
26,72,Some other reason,0,0
27,72,To automate tasks performed by labor,0,0
27,72,To upgrade outdated processes or methods,0,0
27,72,To improve quality or reliability of processes or methods,0,0
27,72,To expand the range of goods or services,0,0
27,72,To adopt standards and accreditation,0,0
27,72,Some other reason,0,0
28,72,To automate tasks performed by labor,0,0
28,72,To upgrade outdated processes or methods,0,0
28,72,To improve quality or reliability of processes or methods,0,0
28,72,To expand the range of goods or services,0,0
28,72,To adopt standards and accreditation,0,0
28,72,Some other reason,0,0
29,72,To automate tasks performed by labor,0,0
29,72,To upgrade outdated processes or methods,0,0
29,72,To improve quality or reliability of processes or methods,0,0
29,72,To expand the range of goods or services,0,0
29,72,To adopt standards and accreditation,0,0
29,72,Some other reason,0,0
30,72,To automate tasks performed by labor,0,0
30,72,To upgrade outdated processes or methods,0,0
30,72,To improve quality or reliability of processes or methods,0,0
30,72,To expand the range of goods or services,0,0
30,72,To adopt standards and accreditation,0,0
30,72,Some other reason,0,0
31,72,To automate tasks performed by labor,0,0
31,72,To upgrade outdated processes or methods,0,0
31,72,To improve quality or reliability of processes or methods,0,0
31,72,To expand the range of goods or services,0,0
31,72,Some other reason,0,0
31,72,To adopt standards and accreditation,0,0
33,72,To improve quality or reliability of processes or methods,0,0
33,72,To automate tasks performed by labor,0,0
33,72,To upgrade outdated processes or methods,0,0
33,72,To expand the range of goods or services,0,0
33,72,To adopt standards and accreditation,0,0
33,72,Some other reason,0,0
32,72,To automate tasks performed by labor,0,0
32,72,To upgrade outdated processes or methods,0,0
32,72,To improve quality or reliability of processes or methods,0,0
32,72,To expand the range of goods or services,0,0
32,72,To adopt standards and accreditation,0,0
32,72,Some other reason,0,0
35,72,To automate tasks performed by labor,0,0
35,72,To upgrade outdated processes or methods,0,0
35,72,To improve quality or reliability of processes or methods,0,0
35,72,To expand the range of goods or services,0,0
35,72,To adopt standards and accreditation,0,0
35,72,Some other reason,0,0
34,72,To expand the range of goods or services,0,0
34,72,To adopt standards and accreditation,0,0
34,72,Some other reason,0,0
34,72,To automate tasks performed by labor,0,0
34,72,To upgrade outdated processes or methods,0,0
34,72,To improve quality or reliability of processes or methods,0,0
36,72,To upgrade outdated processes or methods,0,0
36,72,To improve quality or reliability of processes or methods,0,0
36,72,To expand the range of goods or services,0,0
36,72,To adopt standards and accreditation,0,0
36,72,Some other reason,0,0
36,72,To automate tasks performed by labor,0,0
37,72,To automate tasks performed by labor,0,0
37,72,To upgrade outdated processes or methods,0,0
37,72,To improve quality or reliability of processes or methods,0,0
37,72,To expand the range of goods or services,0,0
37,72,To adopt standards and accreditation,0,0
37,72,Some other reason,0,0
38,72,To automate tasks performed by labor,0,0
38,72,To upgrade outdated processes or methods,0,0
38,72,To improve quality or reliability of processes or methods,0,0
38,72,To expand the range of goods or services,0,0
38,72,To adopt standards and accreditation,0,0
38,72,Some other reason,0,0
39,72,To automate tasks performed by labor,0,0
39,72,To upgrade outdated processes or methods,0,0
39,72,To improve quality or reliability of processes or methods,0,0
39,72,To expand the range of goods or services,0,0
39,72,To adopt standards and accreditation,0,0
39,72,Some other reason,0,0
40,72,To upgrade outdated processes or methods,0,0
40,72,To automate tasks performed by labor,0,0
40,72,To improve quality or reliability of processes or methods,0,0
40,72,To expand the range of goods or services,0,0
40,72,To adopt standards and accreditation,0,0
40,72,Some other reason,0,0
41,72,To automate tasks performed by labor,0,0
41,72,To upgrade outdated processes or methods,0,0
41,72,Some other reason,0,0
41,72,To improve quality or reliability of processes or methods,0,0
41,72,To expand the range of goods or services,0,0
41,72,To adopt standards and accreditation,0,0
42,72,To automate tasks performed by labor,0,0
42,72,To upgrade outdated processes or methods,0,0
42,72,To improve quality or reliability of processes or methods,0,0
42,72,To expand the range of goods or services,0,0
42,72,To adopt standards and accreditation,0,0
42,72,Some other reason,0,0
44,72,To automate tasks performed by labor,0,0
44,72,To upgrade outdated processes or methods,0,0
44,72,To improve quality or reliability of processes or methods,0,0
44,72,To expand the range of goods or services,0,0
44,72,To adopt standards and accreditation,0,0
44,72,Some other reason,0,0
45,72,To automate tasks performed by labor,0,0
45,72,To upgrade outdated processes or methods,0,0
