state,NAICS2017,barrier,n_firms,n_emp
23,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
23,81,Lacked access to capital,0,0
23,81,Technology not applicable to this business,700,3158
23,81,No factors adversely affected the adoption of this technology,391,1951
22,81,Technology was too expensive,0,0
22,81,Technology was not mature,0,0
22,81,Lacked access to required data,0,0
22,81,Required data not reliable,0,0
22,81,Lacked access to capital,0,0
22,81,Lacked access to required human capital and talent,0,0
22,81,Laws and regulations,0,0
22,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
22,81,Technology not applicable to this business,1255,9673
22,81,No factors adversely affected the adoption of this technology,0,0
24,81,Technology was too expensive,412,5461
24,81,Technology was not mature,0,0
24,81,Lacked access to required data,0,0
24,81,Required data not reliable,0,0
24,81,Lacked access to required human capital and talent,0,0
24,81,Laws and regulations,0,0
24,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
24,81,Lacked access to capital,0,0
24,81,Technology not applicable to this business,3023,22834
24,81,No factors adversely affected the adoption of this technology,2782,20753
25,81,Technology was not mature,0,0
25,81,Technology was too expensive,557,7012
25,81,Lacked access to required data,0,0
25,81,Required data not reliable,0,0
25,81,Lacked access to required human capital and talent,0,0
25,81,Laws and regulations,0,0
25,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
25,81,Lacked access to capital,0,0
25,81,Technology not applicable to this business,3980,29127
25,81,No factors adversely affected the adoption of this technology,3732,28779
26,81,Technology was too expensive,817,3565
26,81,Technology was not mature,0,0
26,81,Lacked access to required data,0,0
26,81,Required data not reliable,0,0
26,81,Lacked access to required human capital and talent,0,0
26,81,Laws and regulations,0,0
26,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
26,81,Lacked access to capital,0,0
26,81,Technology not applicable to this business,5350,53400
26,81,No factors adversely affected the adoption of this technology,5287,33607
27,81,Technology was too expensive,872,5050
27,81,Technology was not mature,0,0
27,81,Lacked access to required data,0,0
27,81,Required data not reliable,0,0
27,81,Lacked access to required human capital and talent,0,0
27,81,Laws and regulations,0,0
27,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
27,81,Lacked access to capital,0,0
27,81,Technology not applicable to this business,0,0
27,81,No factors adversely affected the adoption of this technology,3416,27194
28,81,Technology was too expensive,0,0
28,81,Lacked access to required human capital and talent,0,0
28,81,Technology was not mature,0,0
28,81,Lacked access to required data,0,0
28,81,Required data not reliable,0,0
28,81,Laws and regulations,0,0
28,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
28,81,Lacked access to capital,0,0
28,81,Technology not applicable to this business,1118,6496
28,81,No factors adversely affected the adoption of this technology,977,4658
29,81,Technology was too expensive,912,5741
29,81,Technology was not mature,0,0
29,81,Lacked access to required data,0,0
29,81,Required data not reliable,0,0
29,81,Lacked access to required human capital and talent,0,0
29,81,Laws and regulations,0,0
29,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
29,81,Lacked access to capital,0,0
29,81,Technology not applicable to this business,3692,20857
29,81,No factors adversely affected the adoption of this technology,2835,18435
30,81,Technology was too expensive,0,0
30,81,Technology was not mature,0,0
30,81,Lacked access to required data,0,0
30,81,Required data not reliable,0,0
30,81,Lacked access to required human capital and talent,0,0
30,81,Laws and regulations,0,0
30,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
30,81,Lacked access to capital,0,0
30,81,Technology not applicable to this business,704,1783
30,81,No factors adversely affected the adoption of this technology,578,3067
31,81,Technology was too expensive,0,0
31,81,Technology was not mature,0,0
31,81,Lacked access to required data,0,0
31,81,Required data not reliable,0,0
31,81,Lacked access to required human capital and talent,0,0
31,81,Laws and regulations,0,0
31,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
31,81,Lacked access to capital,0,0
31,81,Technology not applicable to this business,1764,6233
31,81,No factors adversely affected the adoption of this technology,1927,10351
33,81,Technology was too expensive,0,0
33,81,Technology was not mature,0,0
33,81,Lacked access to required data,0,0
33,81,Required data not reliable,0,0
33,81,Lacked access to required human capital and talent,0,0
33,81,Laws and regulations,0,0
33,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
33,81,Lacked access to capital,0,0
33,81,Technology not applicable to this business,1040,5371
33,81,No factors adversely affected the adoption of this technology,542,2287
32,81,Technology was too expensive,0,0
32,81,Technology was not mature,0,0
32,81,Lacked access to required data,0,0
32,81,Required data not reliable,0,0
32,81,Lacked access to required human capital and talent,0,0
32,81,Laws and regulations,0,0
32,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
32,81,Lacked access to capital,0,0
32,81,Technology not applicable to this business,1371,9796
32,81,No factors adversely affected the adoption of this technology,847,6424
35,81,Technology was too expensive,0,0
35,81,Technology was not mature,0,0
35,81,Lacked access to required data,0,0
35,81,Required data not reliable,0,0
35,81,Lacked access to required human capital and talent,0,0
35,81,Laws and regulations,0,0
35,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
35,81,Lacked access to capital,0,0
35,81,Technology not applicable to this business,651,2722
35,81,No factors adversely affected the adoption of this technology,383,2910
34,81,Technology was too expensive,652,8702
34,81,Technology was not mature,0,0
34,81,Lacked access to required data,0,0
34,81,Required data not reliable,0,0
34,81,Lacked access to required human capital and talent,0,0
34,81,Laws and regulations,0,0
34,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
34,81,Lacked access to capital,0,0
34,81,Technology not applicable to this business,4582,27190
34,81,No factors adversely affected the adoption of this technology,5108,43599
36,81,Technology was too expensive,2547,9401
36,81,Technology was not mature,119,2232
36,81,Lacked access to required data,0,0
36,81,Required data not reliable,0,0
36,81,Lacked access to required human capital and talent,0,0
36,81,Laws and regulations,0,0
36,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
36,81,Lacked access to capital,0,0
36,81,Technology not applicable to this business,12032,63726
36,81,No factors adversely affected the adoption of this technology,10381,54543
37,81,Technology was too expensive,0,0
37,81,Technology was not mature,0,0
37,81,Lacked access to required data,0,0
37,81,Required data not reliable,0,0
37,81,Lacked access to required human capital and talent,0,0
37,81,Laws and regulations,0,0
37,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
37,81,Lacked access to capital,0,0
37,81,Technology not applicable to this business,5274,36379
37,81,No factors adversely affected the adoption of this technology,4157,25465
38,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
38,81,Lacked access to capital,0,0
38,81,Technology not applicable to this business,513,1372
38,81,No factors adversely affected the adoption of this technology,457,1718
38,81,Technology was too expensive,0,0
38,81,Technology was not mature,0,0
38,81,Laws and regulations,0,0
38,81,Lacked access to required data,0,0
38,81,Required data not reliable,0,0
38,81,Lacked access to required human capital and talent,0,0
39,81,Technology was too expensive,335,2792
39,81,Technology was not mature,113,5673
39,81,Lacked access to required data,0,0
39,81,Required data not reliable,0,0
39,81,Lacked access to capital,0,0
39,81,Lacked access to required human capital and talent,0,0
39,81,Laws and regulations,0,0
39,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
39,81,Technology not applicable to this business,5553,50068
39,81,No factors adversely affected the adoption of this technology,5157,38422
40,81,Technology was too expensive,0,0
40,81,Technology was not mature,0,0
40,81,Lacked access to required data,0,0
40,81,Concerns regarding safety and security (physical security and/or cyber security),0,0
